Company Name;Nome;Código CVM;CNPJ;Segmento;Tickers
PLANOVA PLANEJAMENTO E CONSTRUÇÕES S.A.;PLANOVA PLAN;917534;47383971000121;Não Classificados;N/A
PLASCAR INDUSTRIA DE COMPONENTES PLASTICOS LTDA.;PLASCARINDUS;917452;50935576000119;Não Classificados;N/A
PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;PLASCAR PART;13471;51928174000150;Automóveis e Motocicletas;PLAS3
PLATAO CAPITAL SA;PLATAO CAP;917671;49703913000163;Não Classificados;N/A
PLUGIFY TECNOLOGIA S.A.;PLUGIFY TECN;914036;23599885000192;Não Classificados;N/A
PMZ DISTRIBUIDORA S.A.;PMZDISTRIBUI;916161;22763502000107;Não Classificados;N/A
PNEUBRAS COMERCIO DE PNEUS LTDA;PNEUBRAS;917598;8678386000105;Não Classificados;N/A
PNEUSOLA PNEUS E PECAS S/A;PNEUSOLA;906818;17281668000157;Não Classificados;N/A
POLO FILMS INDUSTRIA E COMERCIO SA;POLO FILMS;909994;26051817000182;Não Classificados;N/A
POLO INDUSTRIA E COMERCIO S/A.;POLO;906503;29510765000153;Não Classificados;N/A
POLPAR S.A.;POLPAR;13447;59789545000171;Outros;PPAR3
POMERWASSER AMBIENTAL S.P.E. S.A.;POMERWASSER;900065;50675079000129;Não Classificados;N/A
PONTES DISTRIBUIDORA DE MÁQUINAS E EQUIPAMENTOS LT;PONTES DISTR;900178;89171201000165;Não Classificados;N/A
PORTALEGRE RJ PARTICIPACOES S.A.;PORTALEGREPA;906321;14841199000195;Não Classificados;N/A
PORTO DAS BARCAS ENERGIA S.A.;BARCASENERGI;906537;14567884000175;Não Classificados;N/A
PORTO DE VITÓRIA COMPANHIA SECURITIZADORA DE CRÉDI;PORTOVIT;26239;40997635000120;Não Classificados;N/A
PORTO DO ACU OPERACOES SA;PORTOACU;904938;8807676000101;Não Classificados;N/A
PORTO DO PARNAIBA ENERGIA S.A.;PARNAIBAENER;906552;14567883000120;Não Classificados;N/A
PORTO EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;PORTOPARTICP;917606;22960699000174;Não Classificados;N/A
PORTO PRIMAVERA TRANSMISSORA DE ENERGIA S/A;PORTOPRIMA;910497;7081291000139;Não Classificados;N/A
PORTO SALGADO ENERGIA S.A.;SALGADO;906545;14567882000186;Não Classificados;N/A
PORTO SEGURO LOCADORA DE VEÍCULOS LTDA.;PORTOLOC;910737;19091996000116;Não Classificados;N/A
PORTO SEGURO S.A.;PORTO SEGURO;16659;2149205000169;Seguradoras;PSSA3
PORTO SUDESTE DO BRASIL S/A;PORTOBRASIL;905315;8310839000138;Não Classificados;N/A
PORTO SUDESTE V.M. S.A.;PORTO VM;23523;18494485000182;Serviços de Apoio e Armazenagem;PSVM11
PORTOCEM GERAÇÃO DE ENERGIA S.A;PORTOCEM;900271;27241084000101;Não Classificados;N/A
PORTOCRED S.A. CFI;PORTOCREDCFI;906826;1800019000185;Não Classificados;N/A
PORTONAVE PARTICIPACOES S.A.;PORTONAVEPAR;906578;27218997000107;Não Classificados;N/A
PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES;PORTONAVE;906909;1335341000180;Não Classificados;N/A
PORTOSEG S.A. CREDITO FINANCIAMENTO E INVESTIMENTO;PORTOSEG;910745;4862600000110;Não Classificados;N/A
POSIDONIA SHIPPING & TRADING LTDA.;POSIDONIA;900462;12303730000140;Não Classificados;N/A
POSITIVO SMART TECNOLOGIA LTDA ;POSITIVO ST;900262;9612286000130;Não Classificados;N/A
POSITIVO TECNOLOGIA S.A.;POSITIVO TEC;20362;81243735000148;Computadores e Equipamentos;POSI3
POTENGI HOLDINGS S.A.;POTENGI HOLD;917599;42165941000125;Não Classificados;N/A
POUSO ALEGRE COMERCIAL E AGROPECUARIA S/A;POUSOALEGRE;906800;49942170000184;Não Classificados;N/A
PPLA PARTICIPATIONS LTD.;PPLA;80152;15073274000188;Gestão de Recursos e Investimentos;PPLA11
PRATICA PRODUTOS S.A.;PRATICA;24546;8574411000100;Máq. e Equip. Industriais;PTCA3
PRAVALER S.A.;PRAVALER S.A.;900358;4531065000114;Não Classificados;N/A
PRIMAV CONSTRUCOES E COMERCIO S/A;PRIMAVCONST;906511;81110124000121;Não Classificados;N/A
PRIMAV INFRAESTRUTURA S/A;PRIMAV INFRA;912436;21314575000159;Não Classificados;N/A
PRIME INCORPORACOES E CONSTRUCOES S/A;PRIMEINC;906529;409834000155;Não Classificados;N/A
PRIME REALTY II EMPREENDIMENTOS IMOBILIARIOS S.A.;PRIMEII;907097;13745847000147;Não Classificados;N/A
PRIME SISTEMAS DE ATENDIMENTO AO CONSUMIDOR LTDA. ;PRIME SISTEM;900386;23741593000142;Não Classificados;N/A
PRINCIPAL DSB SERVICOS DE OLEO E GAS II S.A.;DSBSERVICOS;901363;17200699000136;Não Classificados;N/A
PRINCIPAL DSB SERVICOS DE OLEO E GAS S.A.;PRINCIPALDSB;902684;17020505000110;Não Classificados;N/A
PRINCIPIA EDUCACAO SECURITIZADORA S.A ;PRINCIPIA;900006;44946561000153;Não Classificados;N/A
PRINER SERVIÇOS INDUSTRIAIS S.A.;PRINER;24236;18593815000197;Serviços Diversos;PRNR3
PRIO S.A.;PETRORIO;22187;10629105000168;Exploração. Refino e Distribuição;PRIO3
PRISMA CAPITAL CONTROL PARTICIPACAO S.A. ;PRISMA CAPIT;900491;30948205000164;Não Classificados;N/A
PRIVALIA BRASIL S.A.;PRIVALIA;914739;10464223000163;Não Classificados;N/A
PRO SOLUS DO BRASIL S.A.;PRO SOLUS BR;917660;4779792000103;Não Classificados;N/A
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;PROMAN;19232;2291077000193;Energia Elétrica;PRMN3B
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;PROFARMA;20346;45453214000151;Medicamentos e Outros Produtos;PFRM3
PROGEN PROJETOS GERENCIAMENTO E ENGENHARIA S.A.;PROGEN PROJE;915447;57748204000122;Não Classificados;N/A
PROJETO IMOBILIARIO C 2 SA;C2;906479;17253244000189;Não Classificados;N/A
PROJETO LAKE S.A.;PROJETO LAKE;913798;39578864000120;Não Classificados;N/A
PROLAGOS S/A CONC. DE SERVIÇOS PÚBLICOS;PROLAGOS;23469;2382073000110;Não Classificado;N/A
PROMPT PARTICIPACOES S.A.;PROMPT PART;18333;2992449000109;Outros;PRPT3
PROPERTY BRASIL S.A.;PROPERTYBR;903427;10395731000137;Não Classificados;N/A
PROQUIGEL QUIMICA S/A.;PROQUIGEL;906669;27515154001144;Não Classificados;N/A
PROSEGUR HOLDING E PARTICIPACOES S.A;PROSEGPART;907741;11316844000162;Não Classificados;N/A
PROSIMULADOR TECNOLOGIA DE TRANSITO S/A;PROSIMULADOR;906776;13258493000106;Não Classificados;N/A
PROTON ENERGY PARTICIPACOES S.A.;PROTONENERGY;917294;27373249000107;Não Classificados;N/A
PROXXIMA TELECOMUNICAÇÕES S.A;PROXXIMA TEL;917686;40120343000104;Não Classificados;N/A
PRS AEROPORTOS S.A.;PRS;900546;48534024000157;Não Classificados;N/A
PRUDENSHOPPING S.A.;PRUDENSHOPPI;906768;54584404000107;Não Classificados;N/A
PRUMO LOGÍSTICA S.A.;PRUMO;900189;8741499000108;Não Classificados;N/A
PRUMO PARTICIPAÇÕES E INVESTIMENTOS S.A.;PRUMO PARTIC;911974;22069057000180;Não Classificados;N/A
Q1 COMERCIAL DE ROUPAS S/A;Q1COMERCIAL;906982;9044235000150;Não Classificados;N/A
QI COMPANHIA SECURITIZADORA II;QI SECUTII;900046;47805900000170;Não Classificados;N/A
QI HOLDING FINANCEIRA LTDA;QI HOLDING;900374;40852432000145;Não Classificados;N/A
QLUZ ITAJAÍ CONCESSIONÁRIA DE ILUMINAÇÃO PÚBLICA S;QLUZ ILUMI;900302;51090771000158;Não Classificados;N/A
QMC TELECOM DO BRASIL CESSAO DE INFRAESTRUTURA S/A;QMC TELECOM;912089;13733490000187;Não Classificados;N/A
QUALICORP ADMINISTRADORA DE BENEFICIOS S/A;QUALICORPADM;906933;7658098000118;Não Classificados;N/A
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;QUALICORP;22497;11992680000193;Serv.Méd.Hospit..Análises e Diagnósticos;QUAL3
QUALICORP CORRETORA DE SEGUROS S/A;QUALICORSEG;906941;7755207000115;Não Classificados;N/A
QUALITY ALUGUEL DE VEÍCULOS S.A.;QUALITY;900124;72653009000102;Não Classificados;N/A
QUALITY SOFTWARE S.A.;QUALITY SOFT;23302;35791391000194;Programas e Serviços;QUSW3
QUANTUM PARTICIPACOES S.A.;QUANTUM;917661;28367479000118;Não Classificados;N/A
QUARESMEIRA ENERGIA S.A;QUARESMEIRA;900284;46016850000189;Não Classificados;N/A
QUEIROZ GALVAO DESENVOLVIMENTO DE NEGOCIOS S.A.;QGALVAO;906974;2538768000149;Não Classificados;N/A
QUEIROZ GALVAO DESENVOLVIMENTO IMOBILIARIO S.A.;QUEIROZDEV;906958;11535028000140;Não Classificados;N/A
QUEIROZ GALVAO S/A;QUEIROZGALVA;906966;2538798000155;Não Classificados;N/A
QUEIXADA ENERGETICA S/A;QUEIXADA;906990;11896615000164;Não Classificados;N/A
QUEVEDOS ENERGETICA S/A;QUEVEDOS ENE;912428;8140348000196;Não Classificados;N/A
R.P. PARTICIPAÇÕES EM BIOCOMBUSTÍVEIS S.A.;RP PARTICIP;913681;13200049000130;Não Classificados;N/A
R039 EXTREMA 2 EMPREENDIMENTOS E PARTICIPACOES S.A;R039EXTREMA2;907279;17659081000139;Não Classificados;N/A
R046 RIO DE JANEIRO EMPREENDIMENTOS E PARTICIP. SA;R046 RIO JAN;911289;25142831000129;Não Classificados;N/A
RADIO E TELEVISAO BANDEIRANTES S.A.;BANDEIRANTES;907493;60509239000113;Não Classificados;N/A
RAIA DROGASIL S.A.;RAIADROGASIL;5258;61585865000151;Medicamentos e Outros Produtos;RADL3
RAIZEN ENERGIA S.A.;RAIZEN ENERG;23230;8070508000178;Açucar e Alcool;N/A
RAIZEN S.A.;RAIZEN;25917;33453598000123;Exploração. Refino e Distribuição;RAIZ4
RANDON S.A. IMPLEMENTOS E PARTICIPACOES;RANDON PART;14109;89086144000116;Material Rodoviário;RAPT3, RAPT4
RANDON SA IMPLEMENTOS PARTICIPACOES;RANDON S.A.;900251;89086144001198;Não Classificados;N/A
RAPIDOO PAGAMENTOS SECURITIZADORA CRED MERCANTIS;RAPIDOO PAG;913061;33486241000141;Não Classificados;N/A
RB CAPITAL COMMERCIAL PROPERTIES S.A.;RBCOMMERCIAL;907063;9272156000104;Não Classificados;N/A
RB CAPITAL HOLDING S.A;RBCAPHOLDING;907071;10140272000140;Não Classificados;N/A
RB CAPITAL S.A;RBCAP;902213;20502525000132;Não Classificados;N/A
RB COMMERCIAL PROPERTIES 30 EMPREEND. IMOB. S.A.;RB COM PROP;913459;13015567000183;Não Classificados;N/A
RB COMMERCIAL PROPERTIES 61 EMPR. IMOB. S.A.;RBCOMPROP61;916870;39540136000120;Não Classificados;N/A
RBS PARTICIPACOES S.A.;RBS;907113;68737857000122;Não Classificados;N/A
RCH EMPREENDIMENTOS IMOBILIARIOS S.A;RCHEMPREENDI;915926;38128791000102;Não Classificados;N/A
RCS TECNOLOGIA S.A.;RCS;900327;8220952000122;Não Classificados;N/A
RDA IMPORTACAO. EXPORTACAO E SERVICOS SA;RDAIMPORTEXP;916577;12647827000170;Não Classificados;N/A
RDVE SUBHOLDING S.A.;RDVESUBHOLDI;917153;42596330000131;Não Classificados;N/A
REAG INVESTIMENTOS S.A.;REAGINVEST;25887;14127813000151;Programas e Serviços;REAG3
REAL ESTATE FLORESTAL EMPREENDIMENTOS IMOBILIARIOS;REALEFLOREST;907261;19940052000176;Não Classificados;N/A
REAL ESTATE XVI INVESTIMENTOS IMOBILIARIOS E PARTI;REALESTATE;907477;17947906000110;Não Classificados;N/A
REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO SA;REALIZECFI;907386;27351731000138;Não Classificados;N/A
REALTY IX EMPREENDIMENTOS IMOBILIARIOS LTDA;REALTYIX;907105;14404274000150;Não Classificados;N/A
REALTY VII EMP. IMOBILIARIOS S.A.;REALTYVII;907121;14404279000183;Não Classificados;N/A
REAM PARTICIPACOES S.A.;REAMPARTICIP;917600;42273200000168;Não Classificados;N/A
REB EMPREENDIMENTOS E ADMINISTRADORA DE BENS S/A;REBSA;907246;9092023000148;Não Classificados;N/A
REC 2017 EMPREENDIMENTOS E PARTICIPACOES I S.A.;RECI;906438;26932203000100;Não Classificados;N/A
REC 2017 EMPREENDIMENTOS E PARTICIPACOES II S.A.;RECII;906354;26932086000184;Não Classificados;N/A
REC 2017 EMPREENDIMENTOS E PARTICIPACOES IX S.A.;REC2017IX;907188;29206424000199;Não Classificados;N/A
REC 2017 EMPREENDIMENTOS E PARTICIPACOES VI SA;REC2017VI;907196;26929617000180;Não Classificados;N/A
REC 2017 EMPREENDIMENTOS E PARTICIPACOES VII S.A.;REC2017VII;907253;29194128000115;Não Classificados;N/A
REC 2019 III EMPREENDIMENTOS E PARTICIPACOES S.A.;REC 2019 III;912550;32479845000106;Não Classificados;N/A
REC CAJAMAR II S.A.;REC CAJAMAR;910307;24713849000170;Não Classificados;N/A
REC CAJAMAR IV PARTICIPAÇÕES S.A.;RECCAJAMARIV;917370;26166038000122;Não Classificados;N/A
REC CAJAMAR S.A;RECAJAMAR;910695;21967607000115;Não Classificados;N/A
REC CIPASA S.A.;REC CIPASA;910356;12855419000104;Não Classificados;N/A
REC DUQUE DE CAXIAS I S.A.;REC DUQUE DE;915348;19835035000179;Não Classificados;N/A
REC EMBU III S.A.;REC EMBU III;900200;23983062000166;Não Classificados;N/A
REC GUARULHOS S/A;RECGUARULHOS;911057;8730884000141;Não Classificados;N/A
REC JUNDIAÍ III EMPREENDIMENTOS IMOBILIÁRIOS S/A;RECJUNDIAI;910802;22841361000101;Não Classificados;N/A
REC LOG 331 EMPREENDIMENTOS IMOBILIARIOS S.A.;REC LOG 331;912303;8857635000111;Não Classificados;N/A
REC LOG 411 S.A..;REC LOG 411;912337;7964913000177;Não Classificados;N/A
REC REGIS EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;REC REGIS EM;914390;24064185000166;Não Classificados;N/A
RECH AGRICOLA S.A.;RECHAGRICOLA;916403;10209063000106;Não Classificados;N/A
RECRUSUL S.A.;RECRUSUL;12572;91333666000117;Material Rodoviário;RCSL3, RCSL4
REDE 7 SA;REDE7;900147;9021992000108;Não Classificados;N/A
REDE DOR SÃO LUIZ S.A.;REDE D OR;24821;6047087000139;Serv.Méd.Hospit..Análises e Diagnósticos;RDOR3
REDE ENERGIA PARTICIPAÇÕES S.A.;REDE ENERGIA;3190;61584140000149;Energia Elétrica;REDE3
REDE INTEGRADA LOJAS CONVENIENCIA E PROXIMIDADE SA;REDE INTEGRA;917601;26563652000128;Não Classificados;N/A
REENERGISA GERACAO FOTOVOLTAICA III S.A.;VISION ITAOB;913293;36521478000104;Não Classificados;N/A
REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.;RIOGRANDENSE;910018;94845674000130;Exploração. Refino e Distribuição;N/A
REFINARIA DE PETROLEOS MANGUINHOS S.A.;PET MANGUINH;9989;33412081000196;Exploração. Refino e Distribuição;RPMG3
REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO S.A.;DUFRIO;917563;1754239000110;Não Classificados;N/A
RENAULT DO BRASIL S.A.;RENAULTBR;907378;913443000173;Não Classificados;N/A
RENOSA PARTICIPACOES S.A;RENOSAPART;907402;11693867000196;Não Classificados;N/A
RENOVA ENERGIA S.A.;RENOVA;21636;8534605000174;Energia Elétrica;RNEW3, RNEW4, RNEW11
RENOVAGRO AGRICULTURA RENOVAVEL;RENOVAGRO AG;914093;7199167000172;Não Classificados;N/A
RENOVIAS CONCESSIONARIA S/A;RENOVIAS;907303;2417464000123;Não Classificados;N/A
REVELO COMPANHIA SECURITIZADORA DE CRÉDITOS FINANC;REVELO COMPA;914523;37863381000142;Não Classificados;N/A
REVITA ENGENHARIA S.A.;REVITAENG;907519;8623970000155;Não Classificados;N/A
RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;AES SUL;16527;2016440000162;Energia Elétrica;N/A
RI HAPPY BRINQUEDOS S.A.;RI HAPPY;910000;58731662000111;Não Classificados;N/A
RIACHO INVESTIMENTOS S.A.;RIACHO INVES;900425;53705046000172;Não Classificados;N/A
RIALMA COMPANHIA ENERGETICA IV S/A;RIALMAIV;907337;12459354000188;Não Classificados;N/A
RIALMA TRANSMISSORA DE ENERGIA IV S.A. ;RIALMA IV;900008;44857667000180;Não Classificados;N/A
RIALMA TRANSMISSORA DE ENERGIA V S.A.;RIALMA;900244;51715706000170;Não Classificados;N/A
RIBEIRO GONCALVES ENERGIA SOLAR SPE S.A;RGENERGIA;900111;31711512000190;Não Classificados;N/A
RIBER - KWS SEMENTES LTDA;RIBER;911073;3946067000101;Não Classificados;N/A
RINCAO DOS ALBINOS ENERGETICA S/A;RINCAOALBINO;912410;8147388000160;Não Classificados;N/A
RINCAO SAO MIGUEL ENERGETICA S/A;RINCAO S MIG;912402;8147432000131;Não Classificados;N/A
RIO ALTO ENERGIAS RENOVÁVEIS S.A.;RIO ALTO;2572;38199406000118;Não Classificados;N/A
RIO ALTO STL HOLDING I S.A;RIO ALTO STL;27006;40480481000102;Não Classificados;N/A
RIO CANOAS ENERGIA S/A;RIOCANOAS;907345;11316814000156;Não Classificados;N/A
RIO CASCA ENERGÉTICA S.A.;RIO CASCA EN;914101;9597979000100;Não Classificados;N/A
RIO CORRENTE S/A;RIO CORRENTE;915363;5319403000111;Não Classificados;N/A
RIO CORTADO AGROPECUÁRIA S.A.;RIO CORTADO;518786;1794426000127;Carga Inicial;N/A
RIO ENERGY PARTICIPAÇÕES S.A.;RIO ENERGY P;914846;38126888000186;Não Classificados;N/A
RIO IACO PARTICIPACOES S.A.;RIOIACO;904359;6990482000150;Não Classificados;N/A
RIO NASCENTE ENERGIA S.A.;RIO NASCENTE;900330;15718929000128;Não Classificados;N/A
RIO NOVO LOCACOES LTDA;RIONOVO;900552;4373710000118;Não Classificados;N/A
RIO PARANA ENERGIA S/A;RIO PARANA;25623;23096269000119;Não Classificado;N/A
RIO PARANAPANEMA ENERGIA S.A.;GER PARANAP;18368;2998301000181;Energia Elétrica;GEPA3, GEPA4
RIO PETROLEO SPE S/A COMPANHIA SECURITIZADORA DE C;RIOPETROLEOS;907451;20139095000136;Não Classificados;N/A
RIO VERDE ENERGIA SA;RIO VERDE;917662;4487510000196;Não Classificados;N/A
RIO+ SANEAMENTO BL 3 S.A;RIOSANEAMENT;27146;42292007000174;Não Classificado;N/A
RIOFORTE INVESTMENT HOLDING BRASIL S.A.;RIOFORTE;907311;42568253000106;Não Classificados;N/A
RIOMAR SHOPPING FORTALEZA S/A;RIOMAR SHOPP;912733;12039513000195;Não Classificados;N/A
RIVER PARTICIPAÇÃO E INCORPORAÇÃO LTDA;RIVER PART;917578;13491779000137;Não Classificados;N/A
RJGTIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;RJGTIASEC;907360;28655521000104;Não Classificados;N/A
RN  COMERCIO VAREJISTA S/A;RNCOMERCIO;907394;13481309000192;Não Classificados;N/A
RNI NEGÓCIOS IMOBILIÁRIOS S.A.;RNI;20451;67010660000124;Incorporações;RDNI3
ROCCO HOSPITALAR ADMINISTRACAO E PARTICIPACOES S/A;ROCCOHOSP;907428;14252550000102;Não Classificados;N/A
ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.;ROCHALOGSA;907436;81716144000140;Não Classificados;N/A
RODOBENS PARTICIPACOES S.A.;RODOBENS PAR;900236;56540776000159;Não Classificados;N/A
RODOBENS S.A;RODOBENS;25801;59981829000165;Material de Transporte;RBNS11
RODOIL DISTRIBUIDORA DE COMBUSTIVEIS S.A.;RODOILDISTRI;916155;7520438000140;Não Classificados;N/A
RODOVIA DAS CATARATAS S/A ECOCATARATAS;RODOVIACATAR;907220;2228721000189;Não Classificados;N/A
RODOVIAS DAS COLINAS S.A.;ROD COLINAS;23167;3025305000146;Exploração de Rodovias;N/A
RODOVIAS DO BRASIL HOLDING S.A.;RODOVIAS DO;26352;41508382000146;Transporte Rodoviário;N/A
RODOVIAS INTEGRADAS DO OESTE S/A;RODOVIASOEST;909069;3497792000140;Não Classificados;N/A
ROGGA S.A. CONSTRUTORA E INCORPORADORA;ROGGA S.A.;917467;8486781000188;Não Classificados;N/A
ROMA AUTOMOVEIS E SERVICOS LTDA;ROMA;900379;16620114000174;Não Classificados;N/A
ROMAGNOLE PRODUTOS ELETRICOS S.A.;ROMAGNOLE S.A.;917469;78958717000138;Não Classificados;N/A
ROMI S.A.;ROMI;7510;56720428000163;Máq. e Equip. Industriais;ROMI3
RONDOBRAS DO AMAZONAS DISTR. DE AUTO PEÇAS LTDA.;RONDOBRAS AM;917005;11673145000170;Não Classificados;N/A
ROSSI RESIDENCIAL S.A.;ROSSI RESID;16306;61065751000180;Incorporações;RSID3
ROTA DA BR 262 MG S.A.;ROTA DA BR 2;900531;58489142000144;Não Classificados;N/A
ROTA DO PARA S.A;ROTA DO PARA;900385;51715500000140;Não Classificados;N/A
RRPM CURSOS PREPARATORIOS LTDA;RRPMCURSOS;900058;3515918000161;Não Classificados;N/A
RT 071 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;RT071 EMPREE;914366;37678809000187;Não Classificados;N/A
RUASINVEST PARTICIPACOES S.A.;RUASINVEST;907485;6101196000197;Não Classificados;N/A
RUMO MALHA NORTE S.A.;ALL NORTE;15300;24962466000136;Transporte Ferroviário;FRRN3B, FRRN5B, FRRN6B
RUMO MALHA PAULISTA S.A.;ALL PAULISTA;17930;2502844000166;Transporte Ferroviário;N/A
RUMO S.A.;RUMO S.A.;17450;2387241000160;Transporte Ferroviário;RAIL3
RVA CONSTRUCOES E INCORPORACOES S.A;RVACONSTRUCO;907501;36764843000101;Não Classificados;N/A
RZK BIOGAS 02 SA.;RZKBIOGAS02S;915413;39617594000110;Não Classificados;N/A
S.A. USINA CORURIPE AÇÚCAR E ÁLCOOL;USINACORUIPE;915884;12229415000110;Não Classificados;N/A
S/A CORREIO BRAZILIENSE;BRAZILIENSE;902262;1172000180;Não Classificados;N/A
S/A O ESTADO DE S.PAULO;OESTADO;906180;61533949000141;Não Classificados;N/A
SA CAVALCANTE PARTICIPACOES S.A.;SACAVALCANTE;907535;8056195000101;Não Classificados;N/A
SABARA QUIMICOS E INGREDIENTES S/A;SABARAQUIMIC;911503;12884672000196;Não Classificados;N/A
SAGA BRASIL ADMINISTRACAO E PARTICIPACOES S/A;SAGA;910943;9102044000105;Não Classificados;N/A
SALTO DO GUASSUPI ENERGETICA S/A;SALTOGUASSUP;912444;8147946000197;Não Classificados;N/A
SALUM CONSTRUCOES LTDA;SALUM;900349;19739564000179;Não Classificados;N/A
SALUS EMPREENDIMENTOS LOGISTICOS II S/A;SALUSII;907881;13015875000109;Não Classificados;N/A
SALUS EMPREENDIMENTOS LOGISTICOS S A;SALUS;907899;9426513000133;Não Classificados;N/A
SALUS INFRAESTRUTURA PORTUARIA SA;SALUS INFRA;23540;15494541000190;Serviços de Apoio e Armazenagem;N/A
SAMAR-SOLUCOES AMBIENTAIS DE ARACATUBA S/A;SAMAR;907873;16832157000113;Não Classificados;N/A
SAMI ASSISTÊNCIA MÉDICA LTDA. ;SAMI ASSIST;900402;36567721000125;Não Classificados;N/A
SAMM - SOCIEDADE DE ATIVIDADES EM MULTIMIDIA LTDA;SAMM;910851;10665151000112;Não Classificados;N/A
SAN LORENZO PARTICIPACOES S.A;SAN LORENZO;900534;56950834000112;Não Classificados;N/A
SAN LUCCA PARTICIPACOES S.A;SAN LUCCA;900492;57296772000130;Não Classificados;N/A
SANEAMENTO 100 INVESTIMENTO E PARTICIPACOES S/A;SANEAME 100;912253;35662569000105;Não Classificados;N/A
SANEAMENTO AMBIENTAL AGUAS DO BRASIL SA;AGUASDOBRASI;907527;9266129000110;Não Classificados;N/A
SANEAMENTO DE GOIAS S/A;GOIAS S.A.NEAM;1918;1616929000102;Não Classificado;N/A
SANESALTO SANEAMENTO S.A.;SANESALTO;19593;2724983000134;Água e Saneamento;N/A
SANSUY S.A. INDUSTRIA DE PLASTICOS;SANSUY;12696;14807945000124;Materiais Diversos;SNSY3, SNSY5, SNSY6
SANTA CLARA AGROCIÊNCIA S.A;SANTA CLARA;900181;1810945000131;Não Classificados;N/A
SANTA COLOMBA AGROPECUARIA S.A.;SANTACOLOMBA;917627;3785640000142;Não Classificados;N/A
SANTA CRUZ POWER CORPORATION USINAS HIDROELETRICAS;SANTACRUZ;907709;2150533000185;Não Classificados;N/A
SANTA LUZ GERACAO E COMERCIO DE ENERGIA SPE S/A.;SANTA LUZ;913376;34745410000183;Não Classificados;N/A
SANTA MARIA CIA DE PAPEL E CELULOSE;SANTA MARIA;900504;77887917000184;Não Classificados;N/A
SANTA SOPHIA ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA;SANTA SOPHIA;900224;54034638000172;Não Classificados;N/A
SANTA URSULA ENERGIAS RENOVAVEIS S.A.;SANTAURSULA;908954;12053891000123;Não Classificados;N/A
SANTA VITORIA DO PALMAR ENERGIAS RENOVAVEIS S.A.;VITORIAENERG;908392;18156217000150;Não Classificados;N/A
SANTA VITORIA DO PALMAR HOLDING S.A.;SANTAVITORIA;908376;12094666000135;Não Classificados;N/A
SANTA VITORIA DO PALMAR I ENERGIAS RENOVAVEIS S.A.;PALMARI;908327;19869355000140;Não Classificados;N/A
SANTA VITORIA DO PALMAR II ENERGIAS RENOVAVEIS S.A;PALMARII;908368;19888311000167;Não Classificados;N/A
SANTA VITORIA DO PALMAR III ENERGIAS RENOVAVEIS S.;PALMARIII;907808;19869512000117;Não Classificados;N/A
SANTA VITORIA DO PALMAR IV ENERGIAS RENOVAVEIS S.A;PALMARIV;907964;19888199000164;Não Classificados;N/A
SANTA VITORIA DO PALMAR IX ENERGIAS RENOVAVEIS S.A;PALMARIX;908384;19891491000136;Não Classificados;N/A
SANTA VITORIA DO PALMAR V ENERGIAS RENOVAVEIS S.A.;PALMARV;908293;19868433000191;Não Classificados;N/A
SANTA VITORIA DO PALMAR VI ENERGIAS RENOVAVEIS S.A;PALMARVI;907998;19944650000113;Não Classificados;N/A
SANTA VITORIA DO PALMAR VII ENERGIAS RENOVAVEIS S.;PALMARVII;907956;19896691000181;Não Classificados;N/A
SANTA VITORIA DO PALMAR VIII ENERGIAS RENOVAVEIS S;PALMARVIII;909085;19941770000167;Não Classificados;N/A
SANTA VITORIA DO PALMAR X ENERGIAS RENOVAVEIS S.A.;PALMARX;908400;19917214000155;Não Classificados;N/A
SANTA VITORIA DO PALMAR XI ENERGIAS RENOVAVEIS S.A;PALMARXI;908418;20593647000181;Não Classificados;N/A
SANTA VITORIA DO PALMAR XII ENERGIAS RENOVAVEIS S.;PALMARXII;908426;20586118000150;Não Classificados;N/A
SANTANA S/A CREDITO FINANCIAMENTO E INVESTIMENTO;SANTANACFI;907980;5503849000100;Não Classificados;N/A
SANTANDER CORRETORA DE SEGUROS. INVESTIMENTOS E SE;SANTANDER IN;900306;4270778000171;Não Classificados;N/A
SANTANDER FINANCE ARRENDAMENTO MERCANTIL S/A;SANTFINANCEA;906792;3502968000104;Não Classificados;N/A
SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL;SANTARDER LE;900287;47193149000106;Não Classificados;N/A
SANTINVEST S/A  CFI;SANTINVESTCF;908335;122327000136;Não Classificados;N/A
SANTISTA WORK SOLUTION SA;SANTISTA;908434;61520607000197;Não Classificados;N/A
